"Item1" "Item2" "Lag" "R"
"35" "Abomination_cape" "Blood_dye" 0 0.997669510458363
"36" "Abomination_cape" "Blue_dragon_mask" 0 0.9172070438982
"37" "Abomination_cape" "Brine_sabre" 0 0.982903114452885
"38" "Abomination_cape" "Camel_staff" 0 0.783619085218847
"39" "Abomination_cape" "Cheese+tom_batta" 12 0.994429668390013
"40" "Abomination_cape" "Chef's_delight_(m4)" 0 0.870073916939315
"41" "Abomination_cape" "Combat_mix_(1)" -13 0.997867079354791
"42" "Abomination_cape" "Cooked_jubbly" 8 0.99788809442689
"43" "Abomination_cape" "Cooked_slimy_eel" -6 0.703217416482648
"44" "Abomination_cape" "Corrupt_dragon_dagger" 0 0.820402712878524
"45" "Abomination_cape" "Corrupt_dragon_mace" 0 0.956136878059536
"46" "Abomination_cape" "Corrupt_dragon_platelegs" 0 0.877352389831419
"47" "Abomination_cape" "Corrupt_dragon_plateskirt" 22 -0.912348802896298
"48" "Abomination_cape" "Corrupt_morrigan's_leather_chaps" 0 0.71507443492878
"49" "Abomination_cape" "Corrupt_statius's_platebody" 0 0.830680908668449
"50" "Abomination_cape" "Corrupt_statius's_warhammer" 22 -0.916116288504815
"51" "Abomination_cape" "Corrupt_vesta's_chainbody" 0 0.740520545985419
"52" "Abomination_cape" "Corrupt_vesta's_longsword" 22 -0.768670711838622
"53" "Abomination_cape" "Corrupt_zuriel's_robe_bottom" 0 0.988904049302464
"54" "Abomination_cape" "Corrupt_zuriel's_robe_top" 0 0.749525950335835
"55" "Abomination_cape" "Crystal_chakram" 0 0.899739849424407
"56" "Abomination_cape" "Crystal_dagger" 0 0.983831413196493
"57" "Abomination_cape" "Crystal_orb" 0 0.937822591364959
"58" "Abomination_cape" "Crystal_wand" 0 0.963977980188595
"59" "Abomination_cape" "Defence_mix_(1)" -17 -0.997853630896832
"60" "Abomination_cape" "Demonic_title_scroll_(blazing)" 0 0.997447885206469
"61" "Abomination_cape" "Demonic_title_scroll_(castellan)" 0 0.852263103841467
"62" "Abomination_cape" "Demonic_title_scroll_(corrupting)" 0 -0.989988410401862
"63" "Abomination_cape" "Demonic_title_scroll_(deacon)" 0 0.807923581598955
"64" "Abomination_cape" "Demonic_title_scroll_(executioner)" 0 0.982809622988816
"65" "Abomination_cape" "Demonic_title_scroll_(frostborn)" 0 0.997893036776339
"66" "Abomination_cape" "Demonic_title_scroll_(general)" 1 0.94213966015246
"67" "Abomination_cape" "Demonic_title_scroll_(glorious)" 0 0.976871900888927
"68" "Abomination_cape" "Demonic_title_scroll_(infernal)" 1 0.997864531195082
"69" "Abomination_cape" "Demonic_title_scroll_(pestilent)" 1 0.907694858188452
"70" "Abomination_cape" "Demonic_title_scroll_(rending)" 1 0.785774209200914
"71" "Abomination_cape" "Demonic_title_scroll_(shattering)" 1 0.995754225195409
"72" "Abomination_cape" "Demonic_title_scroll_(terrifying)" 1 0.995085767567563
"73" "Abomination_cape" "Dharok's_helm_(broken)" 22 -0.765464750853223
"74" "Abomination_cape" "Dharok's_platebody" 1 0.720808674235782
"75" "Abomination_cape" "Dharok's_platebody_(broken)" 1 0.967211449685947
"76" "Abomination_cape" "Dharok's_platelegs" 1 0.708663027941936
"77" "Abomination_cape" "Dharok's_platelegs_(broken)" 1 0.960157735502676
"78" "Abomination_cape" "Divine_sigil" 22 -0.803734752769805
"79" "Abomination_cape" "Dragonstone_boots" 22 -0.743544909269196
"80" "Abomination_cape" "Dragonstone_greaves" 22 -0.797929503188197
"81" "Abomination_cape" "Dragonstone_helm" 22 -0.736509042737424
"82" "Abomination_cape" "Druidic_mage_bottom_0" 22 -0.894323778766594
"83" "Abomination_cape" "Drunk_dragon" -17 0.752767081987571
"84" "Abomination_cape" "Drygore_longsword_shard" 22 -0.833594639742427
"85" "Abomination_cape" "Dwarven_stout_(m3)" 22 -0.707608788427631
"86" "Abomination_cape" "Dwarven_stout_(m4)" 1 0.869153710556353
"87" "Abomination_cape" "Evil_flames_scroll" -2 0.772740161008427
"88" "Abomination_cape" "Fishing_accumulator" -5 0.98309510036885
"89" "Abomination_cape" "Fried_onions" 1 0.997908827283163
"90" "Abomination_cape" "Frost_dragon_mask" 1 0.711450580501177
"91" "Abomination_cape" "Gem-finding_scrimshaw" 1 0.98818901196446
"92" "Abomination_cape" "Gilded_plateskirt" 1 0.797727954186408
"93" "Abomination_cape" "Gnome_goggles" 22 -0.865822268138362
"94" "Abomination_cape" "Green_dragon_mask" 1 0.754811175387083
"95" "Abomination_cape" "Greenman's_ale_(m2)" 22 -0.997181222789746
"96" "Abomination_cape" "Greenman's_ale_(m3)" 22 -0.966190327951231
"97" "Abomination_cape" "Greenman's_ale_(m4)" 22 -0.865401124760419
"98" "Abomination_cape" "Grifolic_leggings" 1 0.948926523613867
"99" "Abomination_cape" "Grifolic_visor" 1 0.753418483011031
"100" "Abomination_cape" "Gud_raider_chainbody" 1 0.990784259291004
"101" "Abomination_cape" "Gud_raider_shield" 1 0.991677555957901
"102" "Abomination_cape" "Guthan's_chainskirt_(broken)" 1 0.820650739732691
"103" "Abomination_cape" "Guthan's_platebody_(broken)" 1 0.993722489467704
"104" "Abomination_cape" "Guthan's_warspear_(broken)" 22 -0.9391846972038
"105" "Abomination_cape" "Guthix_bow" 22 -0.824318956316021
"106" "Abomination_cape" "Guthix_page_1" 1 0.950102585655009
"107" "Abomination_cape" "Guthix_page_2" -5 0.961443480827942
"108" "Abomination_cape" "Guthix_page_3" -5 0.960167730503366
"109" "Abomination_cape" "Guthix_page_4" -5 0.947422724452603
"110" "Abomination_cape" "Guthix's_gift_(1)" 19 0.99785281167247
"111" "Abomination_cape" "Half_a_fish_pie" -2 0.997904706675133
"112" "Abomination_cape" "Inferno_scroll" 20 0.827886114672473
"113" "Abomination_cape" "Infinity_gloves" 22 -0.947268277373352
"114" "Abomination_cape" "Insignia_recharge" 1 0.971253401992259
"115" "Abomination_cape" "Karil's_crossbow_(broken)" 1 0.848797745843177
"116" "Abomination_cape" "Karil's_skirt_(broken)" 1 0.725632019157032
"117" "Abomination_cape" "Karil's_top" 1 0.86873812829816
"118" "Abomination_cape" "Karil's_top_(broken)" 1 0.890588097242649
"119" "Abomination_cape" "Lemon_slices" 7 0.754077203741252
"120" "Abomination_cape" "Log-splitting_scrimshaw" 1 0.967148367100638
"121" "Abomination_cape" "Mature_wmb" 1 0.997908810776776
"122" "Abomination_cape" "Meditation_rest_animation_token" 1 0.972738819353951
"123" "Abomination_cape" "Morrigan's_leather_body" 1 0.886668305115562
"124" "Abomination_cape" "Morrigan's_leather_chaps" 1 0.930714579653401
"125" "Abomination_cape" "Off-hand_bronze_dart" -15 0.997860243601728
"126" "Abomination_cape" "Off-hand_crystal_chakram" 1 0.927355866978641
"127" "Abomination_cape" "Off-hand_crystal_dagger" 1 0.867583086128473
"128" "Abomination_cape" "Off-hand_dragon_crossbow" 1 0.755110248253193
"129" "Abomination_cape" "Off-hand_dragon_warhammer" 22 -0.746545864814302
"130" "Abomination_cape" "Off-hand_leaf-bladed_sword" 1 0.745379574010184
"131" "Abomination_cape" "Off-hand_ripper_claw" 1 0.815202344974104
"132" "Abomination_cape" "Onyx_bracelet" 22 -0.75810775714524
"133" "Abomination_cape" "Onyx_necklace" 1 0.992025303073035
"134" "Abomination_cape" "Perfect_juju_prayer_potion_(3)" 1 0.762254691839308
"135" "Abomination_cape" "Pernix_body_shard" 22 -0.997843863493768
"136" "Abomination_cape" "Pernix_boots_shard" 22 -0.997843864108081
"137" "Abomination_cape" "Pigswill_(1)" 20 0.997849393795913
"138" "Abomination_cape" "Pirate's_hat" 1 0.846597218419685
"139" "Abomination_cape" "Pirate's_hook" 1 0.971699988277177
"140" "Abomination_cape" "Pith_helmet" 22 -0.970866318551535
"141" "Abomination_cape" "Purple_elegant_blouse" 22 -0.763341062219916
"142" "Abomination_cape" "Ranger's_aid" 7 0.824786255633071
"143" "Abomination_cape" "Red_dragon_mask" 1 0.865100528769562
"144" "Abomination_cape" "Red_elegant_blouse" 16 0.747877373334783
"145" "Abomination_cape" "Ripper_claw" 1 0.783073724146087
"146" "Abomination_cape" "Rock-crushing_scrimshaw" 1 0.989082922917301
"147" "Abomination_cape" "Ruined_dragon_armour_lump" 1 0.876135797418546
"148" "Abomination_cape" "Ruined_dragon_armour_shard" 1 0.896151228233356
"149" "Abomination_cape" "Ruined_dragon_armour_slice" 1 0.831666781495331
"150" "Abomination_cape" "Rune_berserker_shield_0" 22 -0.873410223958963
"151" "Abomination_cape" "Saradomin_hilt_shard" 22 -0.997843864069194
"152" "Abomination_cape" "Saradomin_page_1" 1 0.916761571640836
"153" "Abomination_cape" "Saradomin_page_2" 1 0.946629989923001
"154" "Abomination_cape" "Saradomin_page_3" -5 0.951936705839135
"155" "Abomination_cape" "Saradomin_page_4" 1 0.944340488852048
"156" "Abomination_cape" "Saradomin_robe_legs" 1 0.981516806983983
"157" "Abomination_cape" "Seismic_singularity_shard" 22 -0.99784386407656
"158" "Abomination_cape" "Seismic_wand_shard" 22 -0.906846419752574
"159" "Abomination_cape" "Sheep_mask" 1 0.77245786948665
"160" "Abomination_cape" "Shield_right_half" 22 -0.995520468525418
"161" "Abomination_cape" "Silver_bolts_(unf)" -22 0.704903552240661
"162" "Abomination_cape" "Skewered_chompy" -8 0.99788427636382
"163" "Abomination_cape" "Sleeping_cap" 1 0.852569005173943
"164" "Abomination_cape" "Spectral_sigil_shard" 20 0.99784939379593
"165" "Abomination_cape" "Spicy_sauce" 22 0.99784386406921
"166" "Abomination_cape" "Spined_armour_set" 1 0.73460596296485
"167" "Abomination_cape" "Splitbark_legs" 1 0.770801157865268
"168" "Abomination_cape" "Statius's_platelegs" 1 0.784116052379405
"169" "Abomination_cape" "Statius's_warhammer" 1 0.944847796336782
"170" "Abomination_cape" "Super_ranging_mix_(1)" 1 0.9979088107768
"171" "Abomination_cape" "Super_restore_mix_(1)" 24 -0.997837028316141
"172" "Abomination_cape" "Teacher_wand" 1 0.748947250042736
"173" "Abomination_cape" "Third-age_amulet" 1 0.868432230683733
"174" "Abomination_cape" "Third-age_druidic_cloak" 22 -0.86666909816414
"175" "Abomination_cape" "Third-age_druidic_robe_top" 22 -0.744322876913111
"176" "Abomination_cape" "Third-age_druidic_staff" 22 -0.950412146568419
"177" "Abomination_cape" "Third-age_mage_hat" 1 0.946736758321937
"178" "Abomination_cape" "Third-age_range_coif" 1 0.952145087007496
"179" "Abomination_cape" "Third-age_vambraces" 1 0.963379561278064
"180" "Abomination_cape" "Toad_batta" -5 0.742432780822636
"181" "Abomination_cape" "Torag's_hammer" 22 -0.739901135828737
"182" "Abomination_cape" "Torag's_platebody" 1 0.905517342035869
"183" "Abomination_cape" "Torag's_platebody_(broken)" 1 0.987271310136296
"184" "Abomination_cape" "Torag's_platelegs" 1 0.943479772937784
"185" "Abomination_cape" "Torag's_platelegs_(broken)" 1 0.988330478383101
"186" "Abomination_cape" "Torva_boots_shard" 22 -0.997843864058613
"187" "Abomination_cape" "Torva_full_helm_shard" 22 -0.997843864069193
"188" "Abomination_cape" "Turquoise_robe_top" -13 0.997867251104382
"189" "Abomination_cape" "Verac's_brassard" 1 0.897899213168873
"190" "Abomination_cape" "Verac's_brassard_(broken)" 1 0.995259431718007
"191" "Abomination_cape" "Verac's_plateskirt" 1 0.941670364882799
"192" "Abomination_cape" "Verac's_plateskirt_(broken)" 1 0.996454554201805
"193" "Abomination_cape" "Void_shifter_pouch" -13 0.770696071982035
"194" "Abomination_cape" "White_elegant_blouse" 22 -0.976538978669702
"195" "Abomination_cape" "White_unicorn_mask" 22 -0.840351974717559
"196" "Abomination_cape" "Wizard_robe_top_(t)" 22 -0.728156735800875
"197" "Abomination_cape" "Zamorak_page_1" 1 0.919187873831459
"198" "Abomination_cape" "Zamorak_page_2" 1 0.91111013258881
"199" "Abomination_cape" "Zamorak_page_3" 1 0.916937695900015
"200" "Abomination_cape" "Zamorak_page_4" 1 0.885015845046414
"201" "Abomination_cape" "Zamorak_robe_legs" 1 0.965914641101043
"202" "Abomination_cape" "Zuriel's_hood" 22 -0.894959770145412
"203" "Abyssal_orb" "Abyssal_wand" -1 0.720207046980024
"204" "Accursed_urn_(nr)" "Mimic_plushie" 0 -0.705631502791885
"205" "Adamant_full_helm_(g)" "Adamant_platebody_(g)" 0 0.760117748929749
"206" "Adamant_full_helm_(g)" "Aggression_flask_(1)" 15 -0.742376690695916
"207" "Adamant_full_helm_(g)" "Aggression_flask_(2)" -21 -0.981823525659591
"208" "Adamant_full_helm_(g)" "Aggression_flask_(3)" 6 -0.723108412996704
"209" "Adamant_full_helm_(g)" "Aggression_flask_(4)" 9 -0.734561110221561
"210" "Adamant_full_helm_(g)" "Black_headband" 0 0.820376717117084
"211" "Adamant_full_helm_(g)" "Demonic_title_scroll_(obscured)" 0 0.705638835856319
"212" "Adamant_full_helm_(g)" "Disk_of_returning" 0 -0.739391046277865
"213" "Adamant_full_helm_(g)" "Dwarven_stout_(m1)" 0 0.822652989267306
"214" "Adamant_full_helm_(g)" "Dwarven_stout_(m2)" 0 0.805963749726906
"215" "Adamant_full_helm_(g)" "Guthix's_gift_(2)" 9 -0.823335078165925
"216" "Adamant_full_helm_(g)" "Pernix_chaps_shard" 1 0.961663788083665
"217" "Adamant_full_helm_(g)" "Purple_elegant_legs" 1 0.70271475984378
"218" "Adamant_full_helm_(g)" "Red_headband" 1 0.706740422064393
"219" "Adamant_full_helm_(g)" "White_elegant_skirt" 1 0.820040280828197
"220" "Adamant_full_helm_(t)" "Aggression_flask_(2)" -21 -0.751856380290695
"221" "Adamant_full_helm_(t)" "Pernix_chaps_shard" 1 0.726012833002569
"222" "Adamant_helm_(h2)" "Aggression_flask_(2)" 11 -0.740360639677717
"223" "Adamant_kiteshield_(g)" "Aggression_flask_(1)" 15 -0.734887939526267
"224" "Adamant_kiteshield_(g)" "Aggression_flask_(2)" -21 -0.973591111799931
"225" "Adamant_kiteshield_(g)" "Aggression_flask_(3)" 6 -0.716421620839732
"226" "Adamant_kiteshield_(g)" "Aggression_flask_(4)" 9 -0.727775565410713
"227" "Adamant_kiteshield_(g)" "Guthix's_gift_(2)" 9 -0.816140407229122
"228" "Adamant_kiteshield_(g)" "Pernix_chaps_shard" 1 0.899412734611709
"229" "Adamant_platebody_(g)" "Aggression_flask_(1)" 15 -0.742393926524209
"230" "Adamant_platebody_(g)" "Aggression_flask_(2)" -21 -0.982300714170127
"231" "Adamant_platebody_(g)" "Aggression_flask_(3)" 6 -0.724041423576387
"232" "Adamant_platebody_(g)" "Aggression_flask_(4)" 9 -0.735185433715178
"233" "Adamant_platebody_(g)" "Beachball_orb_token" 0 0.705258299678318
"234" "Adamant_platebody_(g)" "Black_headband" 0 0.769730700315307
"235" "Adamant_platebody_(g)" "Demonic_title_scroll_(obscured)" 0 0.702320465504911
"236" "Adamant_platebody_(g)" "Dwarven_stout_(m1)" 0 0.732630793787987
"237" "Adamant_platebody_(g)" "Dwarven_stout_(m2)" 0 0.738653695182392
"238" "Adamant_platebody_(g)" "Guthix's_gift_(2)" 9 -0.81559347428324
"239" "Adamant_platebody_(g)" "Pernix_chaps_shard" 1 0.948235838577024
"240" "Adamant_platebody_(g)" "White_elegant_skirt" 1 0.764182442363135
"241" "Adamant_platebody_(h1)" "Aggression_flask_(1)" 15 -0.737826557252191
"242" "Adamant_platebody_(h1)" "Aggression_flask_(2)" -21 -0.974597765068343
"243" "Adamant_platebody_(h1)" "Aggression_flask_(3)" 6 -0.718304228046894
"244" "Adamant_platebody_(h1)" "Aggression_flask_(4)" 9 -0.729672049609695
"245" "Adamant_platebody_(h1)" "Demonic_title_scroll_(obscured)" 0 0.704926921556273
"246" "Adamant_platebody_(h1)" "Guthix's_gift_(2)" 9 -0.824767283555556
"247" "Adamant_platebody_(h1)" "Pernix_chaps_shard" 1 0.971249148038973
"248" "Adamant_platebody_(h2)" "Aggression_flask_(1)" 14 -0.701198185846143
"249" "Adamant_platebody_(h2)" "Guthix's_gift_(2)" 8 -0.728449034647723
"250" "Adamant_platebody_(h3)" "Amulet_of_bountiful_harvest" -14 -0.80851441432029
"251" "Adamant_platebody_(h3)" "Ring_of_metamorphosis" -14 -0.808501304985134
"252" "Adamant_platebody_(h3)" "Ring_of_respawn" -14 -0.808501304985134
"253" "Adamant_platebody_(h5)" "Akrisae's_robe_skirt" -22 -0.743533299541386
"254" "Adamant_platebody_(h5)" "Akrisae's_robe_top" -22 -0.742125109904006
"255" "Adamant_platebody_(h5)" "Akrisae's_robe_top_(broken)" -22 -0.730104436253449
"256" "Adamant_platebody_(h5)" "Barbarian_assault_ticket_-_hard_wave_10" -22 -0.935975246718166
"257" "Adamant_platebody_(h5)" "Blood_dye" -22 -0.973031961520006
"258" "Adamant_platebody_(h5)" "Camel_staff" -22 -0.721063557291132
"259" "Adamant_platebody_(h5)" "Crystal_chakram" -22 -0.831383214408583
"260" "Adamant_platebody_(h5)" "Crystal_dagger" -22 -0.940696153118291
"261" "Adamant_platebody_(h5)" "Crystal_orb" -22 -0.86858890645142
"262" "Adamant_platebody_(h5)" "Crystal_wand" -22 -0.900610493391399
"263" "Adamant_platebody_(h5)" "Demonic_title_scroll_(blazing)" -22 -0.968317475893912
"264" "Adamant_platebody_(h5)" "Demonic_title_scroll_(castellan)" -22 -0.796452128818775
"265" "Adamant_platebody_(h5)" "Demonic_title_scroll_(corrupting)" -22 0.957658823837968
"266" "Adamant_platebody_(h5)" "Demonic_title_scroll_(deacon)" -22 -0.745993337383413
"267" "Adamant_platebody_(h5)" "Demonic_title_scroll_(executioner)" -22 -0.938391406650473
"268" "Adamant_platebody_(h5)" "Demonic_title_scroll_(frostborn)" -22 -0.968838377372381
"269" "Adamant_platebody_(h5)" "Demonic_title_scroll_(general)" -21 -0.914786208528427
"270" "Adamant_platebody_(h5)" "Demonic_title_scroll_(glorious)" -22 -0.94873052048172
"271" "Adamant_platebody_(h5)" "Demonic_title_scroll_(infernal)" -21 -0.968775412584264
"272" "Adamant_platebody_(h5)" "Demonic_title_scroll_(pestilent)" -21 -0.881367419027484
"273" "Adamant_platebody_(h5)" "Demonic_title_scroll_(rending)" -21 -0.763311455515088
"274" "Adamant_platebody_(h5)" "Demonic_title_scroll_(shattering)" -21 -0.966274978477319
"275" "Adamant_platebody_(h5)" "Demonic_title_scroll_(terrifying)" -21 -0.964446803212005
"276" "Adamant_platebody_(h5)" "Gud_raider_chainbody" -21 -0.963614354347418
"277" "Adamant_platebody_(h5)" "Gud_raider_shield" -21 -0.964444350154797
"278" "Adamant_platebody_(h5)" "Insignia_recharge" -21 -0.939849297771519
"279" "Adamant_platebody_(h5)" "Meditation_rest_animation_token" -21 -0.945783769912134
"280" "Adamant_platebody_(h5)" "Off-hand_crystal_chakram" -21 -0.876929899627892
"281" "Adamant_platebody_(h5)" "Off-hand_crystal_dagger" -21 -0.821780762664914
"282" "Adamant_platebody_(h5)" "Off-hand_ripper_claw" -21 -0.792551983808555
"283" "Adamant_platebody_(h5)" "Perfect_juju_prayer_potion_(3)" -21 -0.718264198398125
"284" "Adamant_platebody_(h5)" "Pernix_boots_shard" 0 0.856087974633121
"285" "Adamant_platebody_(h5)" "Pigswill_(1)" -2 -0.942774679711064
"286" "Adamant_platebody_(h5)" "Ripper_claw" -21 -0.761491439653745
"287" "Adamant_platebody_(h5)" "Seismic_wand_shard" 0 0.81474571663845
"288" "Adamant_platebody_(h5)" "Torva_boots_shard" 0 0.897579506243869
"289" "Adamant_platebody_(h5)" "Weapon_poison+_flask_(4)" 26 -0.907646032478741
"290" "Adamant_platebody_(t)" "Aggression_flask_(2)" -21 -0.851059693447511
"291" "Adamant_platebody_(t)" "Pernix_chaps_shard" 1 0.779950750230843
"292" "Adamant_platelegs_(g)" "Aggression_flask_(1)" 15 -0.739298208361045
"293" "Adamant_platelegs_(g)" "Aggression_flask_(2)" -21 -0.977254135190681
"294" "Adamant_platelegs_(g)" "Aggression_flask_(3)" 6 -0.720679297092398
"295" "Adamant_platelegs_(g)" "Aggression_flask_(4)" 9 -0.732116276508351
"296" "Adamant_platelegs_(g)" "Guthix's_gift_(2)" 9 -0.811135227310777
"297" "Adamant_platelegs_(g)" "Pernix_chaps_shard" 1 0.88081857113437
"298" "Adamant_platelegs_(h1)" "Aggression_flask_(2)" -5 -0.748662918631487
"299" "Adamant_platelegs_(h3)" "Aggression_flask_(2)" 10 -0.906337730520719
"300" "Adamant_platelegs_(h3)" "Shard_of_suffering_weapon_token" -8 -0.717326583742967
"301" "Adamant_platelegs_(h4)" "Aggression_flask_(2)" 4 -0.950545842461677
"302" "Adamant_platelegs_(h4)" "Shard_of_suffering_weapon_token" -14 -0.703636053856991
"303" "Adamant_platelegs_(h5)" "Aggression_flask_(2)" -20 -0.71881561352806
"304" "Adamant_platelegs_(h5)" "Aggression_flask_(3)" 7 -0.935704018931816
"305" "Adamant_plateskirt_(g)" "Aggression_flask_(2)" -6 -0.719851552005144
"306" "Adamant_plateskirt_(h5)" "Aggression_flask_(2)" -1 -0.832289018847961
"307" "Adamant_shield_(h1)" "Aggression_flask_(2)" -16 -0.731061413512193
"308" "Adamant_spikeshield_0" "Cactus_seed" 0 0.734553384312909
"309" "Adamant_spikeshield_0" "Redberry_seed" 0 0.735963827850328
"310" "Adamant_spikeshield_0" "Spirit_wolf_pouch" 0 0.737201802822814
"311" "Admiral_pie" "Half_an_admiral_pie" 0 0.732803027936329
"312" "Admiral_pie" "Mimic_plushie" 4 -0.704361101930378
"313" "Aggression_flask_(1)" "Amulet_of_glory_(t4)" -15 -0.723390454581207
"314" "Aggression_flask_(1)" "Ancient_robe_legs" -15 -0.754895780209585
"315" "Aggression_flask_(1)" "Ancient_robe_top" -15 -0.753412520283456
"316" "Aggression_flask_(1)" "Armadyl_robe_legs" -15 -0.732529017948263
"317" "Aggression_flask_(1)" "Armadyl_robe_top" -15 -0.751594411577751
"318" "Aggression_flask_(1)" "Barbarian_assault_ticket_-_wave_8" -20 -0.756189077100544
"319" "Aggression_flask_(1)" "Black_full_helm_(g)" -15 -0.724153546874399
"320" "Aggression_flask_(1)" "Black_headband" -15 -0.754582508416394
"321" "Aggression_flask_(1)" "Black_kiteshield_(g)" -15 -0.737521683893038
"322" "Aggression_flask_(1)" "Blue_elegant_legs" -15 -0.737259875956919
"323" "Aggression_flask_(1)" "Cat_mask" -15 -0.752760215054744
"324" "Aggression_flask_(1)" "Disk_of_returning" -15 0.706598159767372
"325" "Aggression_flask_(1)" "Dwarven_stout_(m1)" -15 -0.730807229329127
"326" "Aggression_flask_(1)" "Fried_mushrooms" 13 0.756300027677097
"327" "Aggression_flask_(1)" "Green_boater" -14 -0.709601884610412
"328" "Aggression_flask_(1)" "Green_elegant_shirt" -14 -0.733616308724001
"329" "Aggression_flask_(1)" "Guthix_cloak" -14 -0.700628300524529
"330" "Aggression_flask_(1)" "Guthix's_gift_(2)" -6 0.756402376210595
"331" "Aggression_flask_(1)" "Initiate_harness_f" 11 -0.756330299657716
"332" "Aggression_flask_(1)" "Mature_cider" 21 0.756173841449824
"333" "Aggression_flask_(1)" "Mithril_dragon_mask" -14 -0.714178557327045
"334" "Aggression_flask_(1)" "Off-hand_black_dart" -1 0.75647855446419
"335" "Aggression_flask_(1)" "Penguin_mask" -14 -0.735698480278277
"336" "Aggression_flask_(1)" "Pernix_chaps_shard" -14 -0.75628049100485
"337" "Aggression_flask_(1)" "Red_boater" -14 -0.742266816209751
"338" "Aggression_flask_(1)" "Red_headband" -14 -0.724537403371971
"339" "Aggression_flask_(1)" "Rune_spikeshield_0" -14 -0.750146244573758
"340" "Aggression_flask_(1)" "Saradomin_mitre" -14 -0.736974181435087
"341" "Aggression_flask_(1)" "Saradomin's_blessing_(2)" 2 0.756463318813468
"342" "Aggression_flask_(1)" "Saradomin's_blessing_flask_(6)" 2 0.756463318813469
"343" "Aggression_flask_(1)" "Slayer's_respite_(m)" 8 0.712707916156728
"344" "Aggression_flask_(1)" "Spiked_helmet" -14 -0.730546547792368
"345" "Aggression_flask_(1)" "Studded_chaps_(g)" -14 -0.737694296747898
"346" "Aggression_flask_(1)" "Torva_gloves_shard" -14 -0.756280491004851
"347" "Aggression_flask_(1)" "Ugthanki_meat" -9 -0.736448216605574
"348" "Aggression_flask_(1)" "Vesta's_plateskirt" -14 -0.729662575185284
"349" "Aggression_flask_(1)" "White_elegant_skirt" -14 -0.754210041329457
"350" "Aggression_flask_(1)" "Wizard_boots" -14 -0.723296775262808
"351" "Aggression_flask_(1)" "Wizard_robe_skirt_(t)" -14 -0.720135163217538
"352" "Aggression_flask_(1)" "Wolf_mask" -14 -0.750929307416539
"353" "Aggression_flask_(1)" "Zamorak_cloak" -14 -0.708107474911725
"354" "Aggression_flask_(1)" "Zuriel's_robe_bottom" -14 -0.746574346442376
"355" "Aggression_flask_(1)" "Zuriel's_robe_top" -14 -0.729141024116819
"356" "Aggression_flask_(2)" "Akrisae's_hood_(broken)" -11 0.999881363244176
"357" "Aggression_flask_(2)" "Amulet_of_glory_(t4)" 21 -0.957326562281528
"358" "Aggression_flask_(2)" "Ancient_robe_legs" 21 -0.998029677864977
"359" "Aggression_flask_(2)" "Ancient_robe_top" 21 -0.99625547266887
